delta,alpha_-20.0deg,alpha_-19.0deg,alpha_-18.0deg,alpha_-17.0deg,alpha_-16.0deg,alpha_-15.0deg,alpha_-14.0deg,alpha_-13.0deg,alpha_-12.0deg,alpha_-11.0deg,alpha_-10.0deg,alpha_-9.0deg,alpha_-8.0deg,alpha_-7.0deg,alpha_-6.0deg,alpha_-5.0deg,alpha_-4.0deg,alpha_-3.0deg,alpha_-2.0deg,alpha_-1.0deg,alpha_0.0deg,alpha_1.0deg,alpha_2.0deg,alpha_3.0deg,alpha_4.0deg,alpha_5.0deg,alpha_6.0deg,alpha_7.0deg,alpha_8.0deg,alpha_9.0deg,alpha_10.0deg,alpha_11.0deg,alpha_12.0deg,alpha_13.0deg,alpha_14.0deg,alpha_15.0deg,alpha_16.0deg,alpha_17.0deg,alpha_18.0deg,alpha_19.0deg,alpha_20.0deg
0.0,0.2221731128336129,0.21123011012406517,0.19960980116938623,0.18702548005814387,0.17118965666199867,0.14500341427437555,0.047515391290554314,0.03179773212744921,0.026137475596448637,0.02159367886736024,0.01788570884636529,0.015112675341720531,0.013000122886841336,0.011378542726557505,0.010185226205943943,0.009318559800381638,0.008633533920410183,0.008060593309230054,0.0077385947413781365,0.00748669836726788,0.006697048098514781,0.00637812114231391,0.0068713599181431115,0.007397975817699481,0.007979173510358841,0.00867562540618649,0.009530027793613055,0.010809197808877454,0.013063358550087329,0.015900996517729124,0.01865048548614042,0.021782555737141697,0.025963364063874818,0.03165972508676151,0.039347045994519346,0.04951384342170684,0.06243669588639524,0.07787738166611724,0.09523608535804173,0.1133679500286357,0.13060272885136465
0.009999999999999995,0.21139810058087033,0.2002877313365736,0.18885600924050838,0.17698165949862613,0.16239679458522746,0.11768712829866419,0.04077161423860199,0.029254146573003233,0.023410389750770453,0.019271600715453367,0.016309625196884083,0.014077774664464367,0.012313186441976664,0.010892225322448277,0.009752945368440033,0.00883394359796691,0.008040692657053716,0.007501712859527755,0.007215663159574802,0.006941688225864032,0.0066527816489878626,0.0067871828536899955,0.007409282787579543,0.008094186593008697,0.008806906720567697,0.009631826688223209,0.010723837434984446,0.012745940684388255,0.015564258160635846,0.01869149446694513,0.021835591770971295,0.025744435621858814,0.030867332425786667,0.0376626011142754,0.04673498095811621,0.058596689462968025,0.07325043956804667,0.09000316246060446,0.10810388838302745,0.12611889635137769,0.1427336058407518
0.01999999999999999,0.20497676679405885,0.19574062353364807,0.18635482969381698,0.17499192174039765,0.15695130128772086,0.06856958794069724,0.03387947769911636,0.025287193436384157,0.020725181139871554,0.017607757981036944,0.015324419806243161,0.013537390194954332,0.012088138987479681,0.01087359273444117,0.009828792172028108,0.00886115158018012,0.008013867480368125,0.007356279027473917,0.0068831408605711875,0.00669357055711272,0.0071336485770217145,0.007580355893501217,0.008212937288986092,0.00896874517680361,0.009821102646284085,0.01086935407854705,0.012642136678845865,0.015441389233299315,0.018912473171212696,0.022265932475610675,0.02605395070706541,0.030813275075643683,0.03691676423532681,0.04492493827752493,0.05554946873426717,0.06909571673855247,0.08509063063221535,0.10249994623706538,0.1205286349933968,0.13771567770152135,0.15340681407108406
0.03,0.20384062758483693,0.1929463218999447,0.17987710951381894,0.16379271869898612,0.1409704718147708,0.04955121760846459,0.029725073951459784,0.023113643418345757,0.019417701767485595,0.01688960177253784,0.015010835365605891,0.01352809850826791,0.012295422312793122,0.011220809249886731,0.010238037871674216,0.009293488262097025,0.00845726850480882,0.007615325065729713,0.006905269251393492,0.006955509610868278,0.007859799471276357,0.008759395249173262,0.009490427787774043,0.010223993737393735,0.011241969011579374,0.012813105871274644,0.015535041940327145,0.0190689844342897,0.02285236434809816,0.026638874617312788,0.031172884506065597,0.036791635429906364,0.04392006532175383,0.053268030942402095,0.06550940936985562,0.08059265408018326,0.09753097164718015,0.11530400066311845,0.13302323537434002,0.14939479196420188,0.1644516188861555
0.04000000000000001,0.1909248455882607,0.177873924749386,0.16431920110786014,0.14870160323994022,0.11390512239682261,0.039550662887592326,0.026546819365282092,0.021366095023338996,0.018418998874122,0.016402535409535682,0.01490159899735734,0.01371717452076124,0.01269905722919553,0.011774110224876344,0.010867135525222806,0.010068560796659392,0.009239222185976441,0.008219473379685177,0.00739636780476077,0.007674904616066204,0.008858874592528213,0.010206851593331118,0.011272927112685916,0.01219567723880224,0.013465796663560745,0.01589671621159484,0.019410344674293072,0.023650944888651902,0.027650720739583096,0.032053200661753614,0.03733289094293716,0.04379871040921493,0.05200776321451984,0.0627821811126396,0.0765326216800182,0.09270547970854645,0.10989861773317586,0.12738730214270322,0.14421199496936635,0.1596096832311628,0.1741113178589795
0.04999999999999999,0.17538301834927433,0.1639339515637822,0.1520693766022408,0.13855967749102047,0.09123979964147423,0.035163787503923884,0.024959254758437136,0.020576467453388956,0.01807366173671726,0.016384922875025378,0.015164178811342882,0.014197137716040323,0.013349950095538856,0.012547094459145003,0.011791353788607559,0.011120449238078235,0.010286249668933944,0.009160374580121195,0.008429250841027237,0.00886007858771444,0.010349028028798179,0.012072930194627286,0.013469215091720416,0.014846511248648588,0.016867067489830204,0.020141058140434053,0.024331921895049284,0.028835750832940432,0.033236728683859657,0.03828598973009835,0.04427998108389618,0.05160074905826064,0.06096760454471479,0.07318879034628592,0.08827475993515996,0.10511770832152793,0.12228180178159351,0.1393213680303864,0.15522509053375705,0.169856668202866,0.18428273063238937
0.06,0.16328472661965857,0.1531599552842364,0.1426254395375352,0.13123909673078385,0.0696380524024166,0.032484098184968,0.024075278316362553,0.02025209085332751,0.01808112603469199,0.01667216807598288,0.01569719095663671,0.014928024197666673,0.014261204459982984,0.013596623060204262,0.013082210423168976,0.012525862967560811,0.011677471204019768,0.010516117632068708,0.00999443322109427,0.010662312242369394,0.012555630924297744,0.014579361309227244,0.016260685795779446,0.018186296952270774,0.02136698783794075,0.025437149505044773,0.030238138336777583,0.034853168742921166,0.03972244301114271,0.04536217331794764,0.05202599175267608,0.06021802889144525,0.07081630920868189,0.08441305756757567,0.1005155229808902,0.11746542753368044,0.13426891934404808,0.15049611488708106,0.1654270740150329,0.17950474464514263,0.19428175888908494
0.07,0.15369716990983,0.14473288546947002,0.13541485857148608,0.12412906114306281,0.050243287886185484,0.030513577774009096,0.023483708581945872,0.020178213468015353,0.018346136616413235,0.017240089501415895,0.01651432481911217,0.0159730056773553,0.015510377265927503,0.015135532109420452,0.01485043959852594,0.014382102194326406,0.013480109308088632,0.012439875206093944,0.012135657720380139,0.0132193221658729,0.01555384581756461,0.01777691594306742,0.019743431619503045,0.022532218500417693,0.026757918020774565,0.03169079035040916,0.03693333053334194,0.0417878730481804,0.04711468150401335,0.05326486082127367,0.060541523036510884,0.06963078656964004,0.08144853645045053,0.09616140255412832,0.11267488359091592,0.1291350856580233,0.1452217845622574,0.16045536491779314,0.17458563205517452,0.18822325060120024,0.20316689486853506
0.07999999999999999,0.14672549690371284,0.13925151335552358,0.13200903561329935,0.1208065624793902,0.045207812320233194,0.03046386465172977,0.02398331877716583,0.020820962033998948,0.01917488860936837,0.018287279424389128,0.017758592289898092,0.01743832917385154,0.017197990505974762,0.017201694885842073,0.017130560497568538,0.016749112131710164,0.01578060195468154,0.01490027699136762,0.014865942635737485,0.016540469275844814,0.019256718515700513,0.021585375334251866,0.023964001264292233,0.027967841424953493,0.03296044173827608,0.03855884035443979,0.04399598812318682,0.049328885439302146,0.05518422718351623,0.06181268685500022,0.06972459378781523,0.07981007693630122,0.09280827558135611,0.10839061321643871,0.12481456604201067,0.14060946255404683,0.15586872622237646,0.17013070226926008,0.18360720390694074,0.19722935093417066,0.2133327826235704
0.09,0.14370335770942735,0.13843599047885877,0.1337706524869365,0.11275993869991195,0.042603883948160184,0.030919885291794427,0.02480283204009026,0.02182326092862859,0.020420261936168586,0.019761272340679474,0.01946335333365308,0.019386124658172434,0.019560281106843172,0.0199073025263999,0.0200169084251098,0.019629065983968474,0.018640082467825444,0.01783999396850522,0.018199846308292415,0.020534368603597534,0.023494055693761597,0.02593200559239252,0.029165863139926945,0.034355442566930544,0.0399903679842929,0.045999743926232725,0.05155809813780449,0.05735604402914967,0.0637762678299639,0.07103945700885639,0.07973081517330595,0.09083395358566873,0.10480075183262112,0.12070996523550248,0.13640734995856368,0.1513369509735906,0.1656767759465053,0.1791990554091485,0.19217258999194617,0.2056301924227879,0.2225790750532284
0.1,0.1461777536531138,0.14316424392376223,0.14094664907923143,0.11130704668599614,0.04350018404733726,0.03258640522857611,0.026374204662933498,0.02339367886095185,0.02218420284501454,0.021744829422837824,0.02169145770628967,0.021872496604305396,0.022547053270548987,0.023130187836363926,0.023391105667664922,0.02289892405209608,0.02182292118328166,0.02103221872835821,0.02200670952053904,0.025051496562862756,0.028138500450073486,0.030852372382913662,0.03547047842494427,0.04147259504198659,0.04755712155763203,0.053622668877275195,0.05937936539105082,0.06557729135703169,0.07248095955377867,0.08044249757432674,0.09024149674960684,0.10268628754540911,0.11762972855499247,0.13341705618152355,0.1481209695884831,0.1621025872559677,0.17541263014512332,0.1881551191787446,0.20064546047458634,0.21473652317082167,0.23412484713883253
